topology,query,pattern,true_cardinality,time_s,status,error
Tree_12,15,Tree_12/15,,5.279749,failed,"TimeoutExpired: Command '['/home/zxz/miniGU_experiment_master/experiment/tools/duckdb', '/home/zxz/miniGU_experiment_master/experiment/run_tmp/aids_merged_predicates_truecard/aids.duckdb', '-csv', '-noheader']' timed out after 5.0 seconds"
Tree_12,30,Tree_12/30,,5.265389,failed,"TimeoutExpired: Command '['/home/zxz/miniGU_experiment_master/experiment/tools/duckdb', '/home/zxz/miniGU_experiment_master/experiment/run_tmp/aids_merged_predicates_truecard/aids.duckdb', '-csv', '-noheader']' timed out after 5.0 seconds"
Tree_12,31,Tree_12/31,,5.331809,failed,"TimeoutExpired: Command '['/home/zxz/miniGU_experiment_master/experiment/tools/duckdb', '/home/zxz/miniGU_experiment_master/experiment/run_tmp/aids_merged_predicates_truecard/aids.duckdb', '-csv', '-noheader']' timed out after 5.0 seconds"
Tree_3,0,Tree_3/0,188931,0.125701,ok,
Tree_3,1,Tree_3/1,188441,0.109817,ok,
Tree_3,2,Tree_3/2,188441,0.104557,ok,
Tree_3,3,Tree_3/3,188441,0.119240,ok,
Tree_3,4,Tree_3/4,188441,0.104153,ok,
Tree_3,5,Tree_3/5,188441,0.110919,ok,
Tree_3,6,Tree_3/6,188441,0.100345,ok,
Tree_3,7,Tree_3/7,188441,0.124401,ok,
Tree_3,8,Tree_3/8,188931,0.119196,ok,
Tree_3,9,Tree_3/9,188441,0.122085,ok,
Tree_3,10,Tree_3/10,118,0.063601,ok,
Tree_3,11,Tree_3/11,188931,0.105654,ok,
Tree_3,12,Tree_3/12,188441,0.112985,ok,
Tree_3,13,Tree_3/13,188441,0.119751,ok,
Tree_3,14,Tree_3/14,188931,0.115567,ok,
Tree_3,15,Tree_3/15,188931,0.113841,ok,
Tree_3,16,Tree_3/16,1421,0.055196,ok,
Tree_3,17,Tree_3/17,188441,0.124756,ok,
Tree_3,18,Tree_3/18,1421,0.053782,ok,
Tree_3,19,Tree_3/19,1421,0.051792,ok,
Tree_3,20,Tree_3/20,188441,0.124195,ok,
Tree_3,21,Tree_3/21,188441,0.128455,ok,
Tree_3,22,Tree_3/22,188441,0.112080,ok,
Tree_3,23,Tree_3/23,188931,0.114321,ok,
Tree_3,24,Tree_3/24,188931,0.122363,ok,
Tree_3,25,Tree_3/25,188931,0.111305,ok,
Tree_3,26,Tree_3/26,1374,0.053845,ok,
Tree_3,27,Tree_3/27,18050,0.066808,ok,
Tree_3,28,Tree_3/28,33942,0.067325,ok,
Tree_3,29,Tree_3/29,7689,0.063527,ok,
Tree_3,30,Tree_3/30,35061,0.065810,ok,
Tree_3,31,Tree_3/31,7573,0.060637,ok,
Tree_3,32,Tree_3/32,17951,0.065369,ok,
Tree_3,33,Tree_3/33,31855,0.104391,ok,
Tree_3,34,Tree_3/34,32137,0.071001,ok,
Tree_3,35,Tree_3/35,31868,0.109037,ok,
Tree_3,36,Tree_3/36,32270,0.073828,ok,
Tree_3,37,Tree_3/37,31514,0.071981,ok,
Tree_3,38,Tree_3/38,31059,0.078405,ok,
Tree_3,39,Tree_3/39,34165,0.064352,ok,
Tree_3,40,Tree_3/40,31514,0.075778,ok,
Tree_3,41,Tree_3/41,6019,0.081632,ok,
Tree_3,42,Tree_3/42,8551,0.063595,ok,
Tree_3,43,Tree_3/43,31868,0.094572,ok,
Tree_3,44,Tree_3/44,32090,0.071418,ok,
Tree_3,45,Tree_3/45,7573,0.068826,ok,
Tree_3,46,Tree_3/46,32090,0.075248,ok,
Tree_3,47,Tree_3/47,45816,0.080712,ok,
Tree_6,0,Tree_6/0,47588,0.157897,ok,
Tree_6,1,Tree_6/1,982480,0.317634,ok,
Tree_6,2,Tree_6/2,2950324,0.825243,ok,
Tree_6,3,Tree_6/3,905322,0.307728,ok,
Tree_6,4,Tree_6/4,152987,0.150976,ok,
Tree_6,5,Tree_6/5,2965990,0.758858,ok,
Tree_6,6,Tree_6/6,2251318,0.589613,ok,
Tree_6,7,Tree_6/7,2251318,0.527175,ok,
Tree_6,8,Tree_6/8,2467635,0.621733,ok,
Tree_6,9,Tree_6/9,2523627,0.617333,ok,
Tree_6,10,Tree_6/10,2943979,0.610415,ok,
Tree_6,11,Tree_6/11,2467635,0.571761,ok,
Tree_6,12,Tree_6/12,1032,0.069586,ok,
Tree_6,13,Tree_6/13,2950324,0.595882,ok,
Tree_6,14,Tree_6/14,2523627,0.565795,ok,
Tree_6,15,Tree_6/15,5261899,1.021727,ok,
Tree_6,16,Tree_6/16,2522122,0.567264,ok,
Tree_6,17,Tree_6/17,2523627,0.625593,ok,
Tree_6,18,Tree_6/18,52917,0.112085,ok,
Tree_6,19,Tree_6/19,2467635,0.561103,ok,
Tree_6,20,Tree_6/20,984,0.079891,ok,
Tree_6,21,Tree_6/21,103340,0.112853,ok,
Tree_6,22,Tree_6/22,2479052,0.652101,ok,
Tree_6,23,Tree_6/23,2249994,0.507608,ok,
Tree_6,24,Tree_6/24,119211,0.111159,ok,
Tree_6,25,Tree_6/25,27531,0.092618,ok,
Tree_6,26,Tree_6/26,2241821,0.564925,ok,
Tree_6,27,Tree_6/27,2240342,0.534072,ok,
Tree_6,28,Tree_6/28,20066,0.091974,ok,
Tree_6,29,Tree_6/29,162803,0.298457,ok,
Tree_6,30,Tree_6/30,48232,0.102095,ok,
Tree_6,31,Tree_6/31,153453,0.223683,ok,
Tree_6,32,Tree_6/32,93617,0.142151,ok,
Tree_6,33,Tree_6/33,312367,0.153792,ok,
Tree_6,34,Tree_6/34,112102,0.211032,ok,
Tree_6,35,Tree_6/35,178935,0.122357,ok,
Tree_6,36,Tree_6/36,112592,0.324630,ok,
Tree_6,37,Tree_6/37,104363,0.105203,ok,
Tree_6,38,Tree_6/38,99271,0.132219,ok,
Tree_6,39,Tree_6/39,198338,0.094964,ok,
Tree_6,40,Tree_6/40,168311,0.166749,ok,
Tree_6,41,Tree_6/41,318193,0.167537,ok,
Tree_6,42,Tree_6/42,43156,0.118588,ok,
Tree_6,43,Tree_6/43,306846,0.162963,ok,
Tree_6,44,Tree_6/44,286030,0.169722,ok,
Tree_6,45,Tree_6/45,90951,0.130647,ok,
Tree_6,46,Tree_6/46,69002,0.085685,ok,
Tree_6,47,Tree_6/47,274559,0.166797,ok,
Tree_6,48,Tree_6/48,58370,0.151035,ok,
Tree_9,0,Tree_9/0,19578240,3.055607,ok,
Tree_9,1,Tree_9/1,139481,0.122040,ok,
Tree_9,2,Tree_9/2,1751517,0.395692,ok,
Tree_9,3,Tree_9/3,,5.353247,failed,"TimeoutExpired: Command '['/home/zxz/miniGU_experiment_master/experiment/tools/duckdb', '/home/zxz/miniGU_experiment_master/experiment/run_tmp/aids_merged_predicates_truecard/aids.duckdb', '-csv', '-noheader']' timed out after 5.0 seconds"
Tree_9,4,Tree_9/4,2761308,0.441413,ok,
Tree_9,5,Tree_9/5,58077448,4.641770,ok,
Tree_9,6,Tree_9/6,53255128,1.103477,ok,
Tree_9,7,Tree_9/7,,5.282355,failed,"TimeoutExpired: Command '['/home/zxz/miniGU_experiment_master/experiment/tools/duckdb', '/home/zxz/miniGU_experiment_master/experiment/run_tmp/aids_merged_predicates_truecard/aids.duckdb', '-csv', '-noheader']' timed out after 5.0 seconds"
Tree_9,8,Tree_9/8,92961667,4.498047,ok,
Tree_9,9,Tree_9/9,48355150,2.823903,ok,
Tree_9,10,Tree_9/10,19271311,1.575656,ok,
Tree_9,11,Tree_9/11,63929406,2.660950,ok,
Tree_9,12,Tree_9/12,76775659,1.241017,ok,
Tree_9,13,Tree_9/13,47978373,2.711077,ok,
Tree_9,14,Tree_9/14,1981072,0.785063,ok,
Tree_9,15,Tree_9/15,21522,0.118404,ok,
Tree_9,16,Tree_9/16,54013294,2.744058,ok,
Tree_9,17,Tree_9/17,1766722,0.411966,ok,
Tree_9,18,Tree_9/18,,5.281060,failed,"TimeoutExpired: Command '['/home/zxz/miniGU_experiment_master/experiment/tools/duckdb', '/home/zxz/miniGU_experiment_master/experiment/run_tmp/aids_merged_predicates_truecard/aids.duckdb', '-csv', '-noheader']' timed out after 5.0 seconds"
Tree_9,19,Tree_9/19,49814986,3.442000,ok,
Tree_9,20,Tree_9/20,48193700,1.995499,ok,
Tree_9,21,Tree_9/21,1232203,0.285122,ok,
Tree_9,22,Tree_9/22,68129570,4.097756,ok,
Tree_9,23,Tree_9/23,26889,0.980451,ok,
Tree_9,24,Tree_9/24,,5.212434,failed,"TimeoutExpired: Command '['/home/zxz/miniGU_experiment_master/experiment/tools/duckdb', '/home/zxz/miniGU_experiment_master/experiment/run_tmp/aids_merged_predicates_truecard/aids.duckdb', '-csv', '-noheader']' timed out after 5.0 seconds"
Tree_9,25,Tree_9/25,59537593,3.056630,ok,
Tree_9,26,Tree_9/26,4822,0.303170,ok,
Tree_9,27,Tree_9/27,263322,0.139614,ok,
Tree_9,28,Tree_9/28,86041502,3.571061,ok,
Tree_9,29,Tree_9/29,60399,0.154627,ok,
Tree_9,30,Tree_9/30,120182,0.186516,ok,
Tree_9,31,Tree_9/31,68900986,4.917757,ok,
Tree_9,32,Tree_9/32,,5.413701,failed,"TimeoutExpired: Command '['/home/zxz/miniGU_experiment_master/experiment/tools/duckdb', '/home/zxz/miniGU_experiment_master/experiment/run_tmp/aids_merged_predicates_truecard/aids.duckdb', '-csv', '-noheader']' timed out after 5.0 seconds"
Tree_9,33,Tree_9/33,89283017,3.682448,ok,
Tree_9,34,Tree_9/34,313022,0.193888,ok,
Tree_9,35,Tree_9/35,63896510,3.189648,ok,
Tree_9,36,Tree_9/36,48946,0.124108,ok,
Tree_9,37,Tree_9/37,3596854,0.734357,ok,
